id,name,lat,lng,phone,address,category_name,delivery_suspect,전체메뉴_가격
1480682796,삼일집,35.17735155510775,126.91452482511122,062-262-8892,전남광주통합특별시 북구 호동로15번길 50,"음식점 > 한식 > 육류,고기",False,"모소리살 15,000원, 오돌뼈 14,000원, 잔치국수 7,000원, 숯불막창 14,000원, 껍데기 7,000원, 가브리살 16,000원, 함흥냉면(비빔,물) 7,000원, 삼겹살 15,000원, 매운닭발 14,000원, 차돌 된장술밥 7,000원, 숯불쭈꾸미 15,000원, 숯불갈비 15,000원, 특목살 15,000원"
26540939,박준기감자탕,35.1783796930649,126.901090829768,062-529-6777,전남광주통합특별시 북구 반룡로28번길 11,음식점 > 한식 > 감자탕,False,"우거지 감자탕(소) 32,000원, 우거지 감자탕(중) 39,000원, 묵은지 감자탕(소) 35,000원, 뼈 해장국（우거지） 12,000원, 뼈해장국(우거지)＋우거지추가 14,700원, 뼈해장국(우거지)＋당면사리 15,200원, 우거지 감자탕(대) 45,000원, 묵은지 감자탕(중) 42,000원, 묵은지 감자탕(대) 48,000원, 묵은지 해장국 12,000원, 감자탕 우거지 추가 6,000원, 감자탕 묵은지 추가 7,000원, 감자탕 뼈 추가 18,000원, 묵은지해장국＋묵은지추가 15,200원, NEW [배 터지게] 뼈 해장국(우거지) 뼈 추가 세트 18,500원, NEW [배 터지게] 묵은지 해장국 뼈추가 세트 18,500원, NEW [실속있게] 뼈 해장국(우거지) 투풀러스 세트 17,400원, NEW [실속있게] 묵은지 해장국 투풀러스 세트 17,400원, 뼈해장국(우거지)＋수제비사리 14,700원, 묵은지해장국＋수제비사리 14,700원, 묵은지해장국＋당면사리 15,200원, 뼈해장국(우거지)＋만두사리 15,500원, 묵은지해장국＋만두사리 15,500원, [가성비] 든든한 1kg 뼈해장국 + 사이드 선택1 16,900원, [가성비] 든든한 1kg 묵은지해장국 + 사이드 선택1 16,900원, [1박2일 먹자] 뼈해장국(우거지) + 사이드 선택1 16,900원, 참이슬 후레쉬19세 이상 4,000원, 잎새주19세 이상 4,000원, 진로이즈백19세 이상 4,000원, 카스19세 이상 4,000원"
21361090,돼지똥꼬 본점,35.174690521749,126.914202670515,062-525-9285,전남광주통합특별시 북구 서방로9번길 27,"음식점 > 한식 > 육류,고기",False,"연탄갈매기살 16,000원, 닭목살구이 15,000원, 막창 15,000원, 연탄오돌뼈 15,000원, 주먹밥 4,000원, 공기밥 2,000원, 고스치즈 3,000원, 치즈곱배기 5,000원, 콜라 355mL 2,000원, 사이다 355mL 2,000원, 환타 355mL 2,000원"
12689524,제주돈사촌,35.1765361847921,126.895446007425,062-522-8985,전남광주통합특별시 북구 저불로 24,"음식점 > 한식 > 육류,고기 > 삼겹살",False,"제주산 근고기 (600g)(2인기준) 51,000원, 김치찌개 (1인분) 9,000원, 김치찌개 (2인분) 18,000원, 김치찌개 (3인분) 27,000원, 물/비빔냉면 8,000원"
1711969750,다원,35.1774868464594,126.902694710096,062-266-1648,전남광주통합특별시 북구 설죽로202번길 98,"음식점 > 한식 > 육류,고기 > 삼겹살",False,
537058265,만선,35.1744123242903,126.913388420269,,전남광주통합특별시 북구 호동로 6,"음식점 > 한식 > 해물,생선",False,"알곤이탕(공기미포함) 28,000원, 복지리탕(공기미포함 비조리) 28,000원, 낙지덮밥(공기포함) 24,000원, 꼬막비빔밥(공기포함) 11,000원, 왕새우튀김 12,000원, 오징어젓갈 (350g) 9,000원, 갑오징어덮밥(공기포함) 26,000원, 순살아구후라이드 15,000원, 꼴뚜기젓갈 (350g) 11,000원, 고추무침 (350g) 7,000원, 미나리 2,000원"
21362219,골목대장,35.1751369001339,126.913227376505,,전남광주통합특별시 북구 호동로 9-10,음식점 > 한식,False,"라볶이 5,000원, 돌솥비빔밥 6,000원, 김치찌개 6,000원, 순두부찌게 6,000원, 라면 4,000원, 뚝배기불백 7,000원, 된장찌게 6,000원, 콩나물국밥 5,000원, 떡만두국 5,500원, 해물국밥 6,000원, 만두국 5,000원, 떡라면 4,500원, 비빔밥 5,500원"
1434986865,뚱땅찌개&갈비찜 본점,35.1707661759244,126.904771914189,,전남광주통합특별시 북구 서양로 31,음식점 > 한식,False,
589043835,채우담 본점,35.1714237939203,126.902043298527,,전남광주통합특별시 북구 서양로 5,음식점 > 한식,False,"애호박찌개 10,000원, 순두부 애호박찌개 11,000원, 애호박찌개(특) 12,000원, 순두부 애호박찌개(특) 13,000원, 된장짜글이 11,000원, 순두부 된장 짜글이 12,000원, 제육볶음 13,000원, 쭈꾸미볶음 14,000원, 계란후라이 2,000원, 메밀전병 6,000원, 순살고등어 9,000원, 공기밥 1,000원, 콜라 355mL 2,000원, 사이다 355mL 2,000원, 제로 콜라 355mL 2,000원"
1229072760,돼지꿈꾸다,35.1658371013762,126.901949014186,062-526-3392,전남광주통합특별시 북구 자동차로 73,"음식점 > 한식 > 육류,고기",False,
9690627,고향회관,35.1789973171338,126.90244260535,062-511-6708,전남광주통합특별시 북구 반룡로41번길 3,"음식점 > 한식 > 육류,고기",False,"생삼겹살(180g) 15,000원, 오리탕(1마리) 70,000원, 참옻오리백숙(1마리) 70,000원, 한방오리백숙(1마리) 70,000원, 오리로스+탕(소) 35,000원, 뒷고기(180g) 12,000원, 암돼지 목살(180g) 15,000원, 오리주물럭 14,000원, 김치찌개 8,000원, 오리탕 9,000원"
26895435,쭉심,35.1753684970659,126.914421514026,,전남광주통합특별시 북구 호동로15번길 6,"음식점 > 한식 > 해물,생선",False,"쭈꾸미+삼겹 12,000원, 쭈꾸미 11,000원, 쭈꾸미+새우 12,000원"
1005848579,해수니보쌈,35.17062316430625,126.90867884931727,062-521-2080,전남광주통합특별시 북구 우치로27번길 45,"음식점 > 한식 > 육류,고기 > 족발,보쌈",False,"닭볶음탕 35,000원, 보쌈 (1인분)(2인이상) 15,000원, 제육볶음 (1인분)(2인이상) 10,000원, 촌닭백숙 (3시간전 예약) 60,000원, 오리백숙 (3시간전 예약) 65,000원, 김치찌개 9,000원"
10554581,수진식당,35.1776958939321,126.902611027405,062-528-8251,전남광주통합특별시 북구 설죽로214번길 90,음식점 > 한식,False,"참치비빔밥 5,000원, 김치찌개 백반 3,500원, 오징어볶음백반 (2인이상) 9,000원, 참치김치찌개 백반 3,500원, 제육볶음 백반 4,000원"
27432627,노릇노릇식당,35.17318837487568,126.91479154474806,010-2778-4234,전남광주통합특별시 북구 서방로 16-1,"음식점 > 한식 > 해물,생선",False,"삼치구이 13,000원, 고등어구이 12,000원, 버섯소불고기 11,000원, 수육백반 12,000원, 수육백반(1인) 12,000원"
10833692,청죽골한우식육식당,35.17989971293413,126.90149958054491,062-511-5566,전남광주통합특별시 북구 반룡로27번길 20,"음식점 > 한식 > 육류,고기",False,"생비빔밥 10,000원, 육회 (중) 40,000원, 갈비살 (150g) 38,000원, 등심 (150g) 35,000원, 안심 (150g) 28,000원, 배삼겹 (180g) 14,000원, 꽃살 (150g) 43,000원, 항정살 (180g) 15,000원, 육회 (대) 45,000원, 차돌구이 (150g) 28,000원, 생고기 (180g) 25,000원, 안창살 (150g) 43,000원, 목삼겹 (180g) 14,000원, 가브리살 (180g) 15,000원, 야채돌솥비빔밥 10,000원, 김치찌개 (점심특선) 8,000원, 돼지주물럭 (점심특선) 10,000원, 애호박찌개 (점심특선) 8,000원"
17548193,한접시 본점,35.1694335715919,126.90201275442898,010-5242-3373,전남광주통합특별시 북구 서암대로 161,"음식점 > 한식 > 육류,고기 > 갈비",False,"생돼지갈비 양념구이(한접시) 16,000원, 생돼지갈비 소금구이(한접시) 16,000원"
439850494,벼락,35.1776155476328,126.901342055869,,전남광주통합특별시 북구 설죽로214번길 70-6,"음식점 > 한식 > 육류,고기",False,"물냉면＋ 숯불고기（80g） 13,000원, 비빔냉면＋ 숯불고기（80g） 13,000원, 쌈밥＋ 숯불고기（80g） 12,000원, 비빔밥＋ 숯불고기（80g） 12,000원, 참치비빔밥＋ 숯불고기（80g） 12,500원, 물냉면＋숯불고기（80g）＋만두（4p） 15,500원, 물냉면＋[특] 숯불고기（135g） 15,500원, 비빔냉면＋[특] 숯불고기（135g） 15,500원, 쌈밥＋[특] 숯불고기（135g） 14,500원, 비빔밥＋[특] 숯불고기（135g） 14,500원, 참치비빔밥＋[특] 숯불고기（135g） 15,000원, 비빔냉면＋숯불고기（80g）＋만두（4p） 15,500원, 쌈밥＋숯불고기（80g）＋만두（4p） 14,500원, 비빔밥＋숯불고기（80g）＋만두（4p） 14,500원, 참치비빔밥＋숯불고기（80g）＋만두（4p） 15,000원, 고기 만두 （6p ） 4,500원, 김치 만두 （6p） 4,500원, 반반 만두 （6p） 4,500원, 숯불고기 추가（135g） 6,500원, 냉면 면 추가 2,500원, 냉면 양념장 추가（40g） 1,500원, 냉면 육수 추가（400g） 2,000원, 냉면 육수 추가（200g） 1,000원, 된장국 추가 1,500원, 공기밥 1,000원, 계란후라이 추가 700원, 비빔밥 야채 추가 2,000원, 비빔밥 양념장 추가（60g） 1,500원, 참치 추가（60g） 1,500원, 쌈&반찬 추가 3,000원"
1148199265,만미당 본점,35.1788452803009,126.897343386865,062-527-9233,전남광주통합특별시 북구 설죽로 215,"음식점 > 한식 > 해물,생선 > 장어",False,"장어 소금구이 31,000원, 장어 양념구이 31,000원, 특장어덮밥 33,000원, 장어덮밥 28,000원, 장어초밥 25,000원, 스테이크덮밥 20,000원, 생연어덮밥 20,000원, 장어샐러드 20,000원, 아나고튀김 22,000원, 돈까스정식 12,000원, 우마끼(장어계란말이) 18,000원, 왕새우튀김 15,000원, 공기밥 2,000원, 코카콜라355mL 2,000원, 코카콜라 제로355mL 2,000원, 스프라이트355mL 2,000원, 환타 파인355mL 2,000원"
252228904,올능이능이버섯백숙 본점,35.1749930902125,126.895478720764,062-528-3335,전남광주통합특별시 북구 설죽로171번길 7,"음식점 > 한식 > 육류,고기 > 닭요리",False,"닭（촌닭）능이백숙 69,000원, 청둥오리전골(샤브) 79,000원, 닭(촌닭)볶음탕 64,000원, 능이 삼계탕 16,000원, 오리 능이백숙 69,000원, 청둥오리 능이백숙 79,000원, 오리 특수부위 볶음 35,000원, 찰밥 5,000원"
13083741,숯과닭발 용봉점,35.1785453175466,126.896506126124,062-527-1588,전남광주통합특별시 북구 용봉택지로 91,"음식점 > 한식 > 육류,고기 > 닭요리",False,"마늘돼지 16,000원, 닭발 21,000원, 모듬셋트 47,000원, 빨간돼지 16,000원, 가브리 16,000원, 똥집 19,000원, 돼지막창 16,000원, 라면 3,000원, 주먹밥 3,000원, 누룽지 2,000원"
910263067,모퉁이집,35.1748501292323,126.915581304581,070-4038-2714,전남광주통합특별시 북구 호동로 28-1,음식점 > 한식 > 국수,False,"멸치국수 5,500원, 비빔국수 6,000원, 비빔밥 6,500원, 유부초밥 4개 3,000원, 주먹밥 3,000원, 꼬마복만두 꼬마10개 4,000원, 열무냉국수 7,500원, 열무비빔국수 7,500원, 김치（배추）냉국수 7,500원, 콩물국수 8,500원, 떡만두국 7,500원, 캔콜라 245mL 1,000원, 캔사이다 245mL 1,000원"
11159904,장가네생태탕,35.17898581079658,126.89724769918864,062-523-5556,전남광주통합특별시 북구 설죽로217번길 3,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",False,"탕탕이(한우육회+산낙지) (특대) 100,000원, 탕탕이 한접시(한우육회+산낙지) (2인기준) 45,000원, 1인 탕탕이(한우육회+산낙지) 60,000원, 탕비/탕익비(한우육회+산낙지) 10,000원, 생비/생익비(한우육회) 10,000원, 낙비/낙익비(산낙지) 10,000원, 삼비/생익비(한우육회+산낙지+전복) 15,000원, 육비(한우육회) 10,000원, 뚝배기동태탕 10,000원, 지리동태탕 10,000원, 연포탕 18,000원, 탕탕이(한우육회+산낙지) (대) 80,000원, 탕탕이(한우육회+산낙지) (중) 60,000원, 탕탕이삼합(한우육회+산낙지+전복) (특대) 120,000원, 탕탕이삼합(한우육회+산낙지+전복) (대) 100,000원, 탕탕이삼합(한우육회+산낙지+전복) (중) 70,000원, 산낙지초무침(대) 80,000원, 산낙지초무침(중) 60,000원, 산낙지볶음(대) 80,000원, 산낙지볶음(중) 60,000원, 육회한접시 40,000원"
1241915637,어우러기,35.178026715887,126.901525991943,062-527-3828,전남광주통합특별시 북구 설죽로214번길 69,음식점 > 한식,False,"생선구이백반 5,000원, 참치돌솥비빔밥 5,000원, 된장찌개 5,000원, 참치김치찌개 5,000원, 라면 3,000원"
8460928,옴팡골콩나물국밥,35.1750322955955,126.913161621183,062-262-9885,전남광주통합특별시 북구 호동로 9-7,음식점 > 한식 > 국밥,False,"콩나물국밥 5,000원, 순두부찌개 6,000원, 김치찌개 6,000원, 파전 8,000원, 김치전 8,000원, 해물파전 10,000원, 두부김치 18,000원, 육전 18,000원, 비빔밥 6,000원, 잔치국수 5,000원, 뚝불 7,000원, 제육볶음 14,000원, 오징어볶음 15,000원"
27503877,뼈대있는집,35.17488701595143,126.91548246691605,062-251-6789,전남광주통합특별시 북구 호동로 28,음식점 > 한식 > 감자탕,False,"뼈해장국(공기밥0, 반찬x) 13,000원, 감자탕 小(공기밥x, 반찬x) 36,000원, 감자탕 中(공기밥x, 반찬x) 46,000원, 배추김치200g 4,000원, 공기밥추가 1,500원, 배추김치100g 2,000원, 깍두기100g 2,000원, 깍두기200g 4,000원, 배추김치1kg 20,000원, 깍두기1kg 20,000원, 묵은지해장국(공기밥0, 반찬x) 13,500원, 감자탕 大(공기밥x, 반찬x) 55,000원, 묵은지감자탕 小(공기밥x, 반찬x) 39,000원, 묵은지감자탕 中(공기밥x, 반찬x) 48,000원, 묵은지감자탕 大(공기밥x, 반찬x) 58,000원, 국물간장뼈찜 보통맛(공기&반찬없음) 38,000원, 국물간장뼈찜 맛있게 매운맛(공기&반찬없음) 38,000원, 펩시콜라P/T 2,500원, 칠성사이다P/T 2,500원, 탐스제로P/T 2,500원, 참이슬 후레쉬19세 이상 3,500원, 카스 후레쉬19세 이상 3,500원, 테라19세 이상 3,500원, 잎새주19세 이상 3,500원"
925624779,고향보쌈칼국수 용봉점,35.172371453646,126.897011225836,0503-7152-5067,전남광주통합특별시 북구 설죽로 136,"음식점 > 한식 > 육류,고기 > 족발,보쌈",False,"고향생배추보쌈 31,900원, 한우사골칼국수 9,900원, 낙지비빔칼국수 14,900원"
16198175,한국식당,35.17779904866008,126.90088185109846,062-527-5595,전남광주통합특별시 북구 용봉동 1251-20,음식점 > 한식,False,"돼지갈비(250g) 13,000원, 삼겹살(200g) 13,000원"
1808492143,민속촌 용봉점,35.1746616805115,126.894772181473,0507-1382-9286,전남광주통합특별시 북구 저불로 1,음식점 > 한식,False,"양념돼지갈비 16,000원, 양념소갈비 33,000원, 마늘갈비 17,000원, 생갈비 17,000원, 제육볶음(2인) 24,000원, 갈비탕 13,000원, 애호박찌개(2인) 16,000원, 김치찌개 8,000원, 돌판비빔밥 10,000원, 생고기비빔밥 10,000원, 익힌비빔밥 8,000원, 떡국(계절메뉴 10월~5월) 8,000원, 물냉면 8,000원, 비빔냉면 8,000원, 수육쟁반냉면 14,000원, 육회쟁반냉면 20,000원"
8453791,예송추어탕,35.1702548189685,126.907897691447,062-523-8884,전남광주통합특별시 북구 신흥로 26-1,"음식점 > 한식 > 해물,생선 > 추어",False,"추어탕 8,000원, 오리탕 9,000원, 추어튀김 20,000원, 오리탕(반마리) 40,000원, 메기탕(중) 35,000원, 아구찜(중) 40,000원, 빠가탕(중) 40,000원, 한방닭백숙(예약시) 65,000원, 한방오리백숙(예약시) 65,000원"
21999861,김동현의용곱창,35.1775495303076,126.91406792959,062-268-9266,전남광주통합특별시 북구 우치로110번길 31,"음식점 > 한식 > 육류,고기 > 곱창,막창",False,"모둠(중)+곱창전골 68,000원, 용모듬 (중) 38,000원, 용곱창(200g) (2인이상) 18,000원, 대창(200g) (2인이상) 18,000원, 막창(200g) (2인이상) 18,000원, 곱창전골 (중) 32,000원"
21022108,담양숯불갈비,35.1746938091093,126.913754776907,062-266-1799,전남광주통합특별시 북구 호동로 10,"음식점 > 한식 > 육류,고기 > 갈비",False,"김치양념전골 8,000원, 비빔밥(돌비) 8,000원, 냉면 8,000원"
1883905944,돼지촌,35.1745930662999,126.914049085294,062-266-0890,전남광주통합특별시 북구 호동로 12-6,"음식점 > 한식 > 육류,고기",False,"숯불구이 10,000원, 삼겹살(1인분) 13,000원, 오돌뼈(1인분) 13,000원, 갈매기살(1인분) 13,000원, 돼지갈비(1인분) 13,000원, 목살(1인분) 13,000원, 주물럭 10,000원, 김치찌개 10,000원"
1869248209,대풍수,35.177370339532,126.901294048677,,전남광주통합특별시 북구 설죽로202번길 71-1,음식점 > 중식 > 중국요리,False,
295407511,소중대,35.17163922153804,126.90545039041183,062-522-3368,전남광주통합특별시 북구 자미로66번길 15,음식점 > 중식,False,"탕수육＋짬뽕1＋짜장1＋군만두＋콜라 27,000원, 차돌짬뽕 11,500원, 고급탕수육 25,000원, 맛있는 술국 25,000원, 탕수육＋짜장1＋군만두＋콜라 18,000원, 탕수육＋짬뽕1＋군만두＋콜라 20,500원, 탕수육＋고추짬뽕1＋군만두＋콜라 23,000원, 탕수육＋고추국밥1＋군만두＋콜라 23,000원, 탕수육＋고추짜장1＋군만두＋콜라 20,000원, 탕수육＋볶음밥1＋군만두＋콜라 20,000원, 탕수육＋쟁반짜장1＋군만두＋콜라 21,000원, 탕수육＋차돌짬뽕1＋군만두＋콜라 23,000원, 탕수육＋차돌국밥1＋군만두＋콜라 23,000원, 탕수육＋짜장2＋군만두＋콜라 24,500원, 탕수육＋짬뽕2＋군만두＋콜라 29,500원, 탕수육＋고추짬뽕2＋군만두＋콜라 34,500원, 탕수육＋고추짜장2＋군만두＋콜라 28,500원, 탕수육＋고추국밥2＋군만두＋콜라 34,500원, 탕수육＋고추짬뽕1＋고추짜장1＋군만두＋콜라 31,500원, 탕수육＋간짜장2＋군만두＋콜라 29,500원, 탕수육＋쟁반짜장2＋군만두＋콜라 30,500원, 탕수육＋볶음밥2＋군만두＋콜라 28,500원, 탕수육＋차돌짬뽕2＋군만두＋콜라 34,500원, 탕수육＋차돌국밥2＋군만두＋콜라 34,500원, 짜장면 7,000원, 고추짬뽕 11,500원, 고추짜장 8,500원, 삼선짬뽕 11,500원, 쟁반짜장 9,500원, 간짜장 9,000원"
8616265,평화반점,35.1646237552557,126.904053538256,062-527-1518,전남광주통합특별시 북구 중흥로83번길 18-9,음식점 > 중식 > 중국요리,False,"매운짬뽕 10,000원, 탕수육(소) 23,000원, 짜장면 7,000원, 짬뽕 9,000원, 볶음밥 9,500원, 삼선짬뽕 15,000원, 삼선매운짬뽕 16,000원, 군만두 8,000원, 국밥 9,000원, 매운국밥 10,000원, 짜장밥 9,000원, 오므라이스 12,000원, 삼선국밥 15,000원, 삼선매운국밥 16,000원, 해물덮밥 17,000원, 소고기덮밥 15,000원, 송이덮밥 15,000원, 우동 9,000원, 콩물쑥국수 10,000원, 간짜장 9,000원"
9213899,스피드반점,35.17871999912593,126.9122618749548,062-268-4260,전남광주통합특별시 북구 우치로 126,음식점 > 중식 > 중국요리,False,"짜장 4,000원, 짬뽕 5,000원, 탕수육(소) 14,000원, 우동 5,000원, 간짜장 5,000원, 울면 5,000원, 삼선짜장 7,000원, 삼선짬뽕 7,000원, 삼선우동 7,000원, 국밥 6,000원, 볶음밥 6,000원, 짜장밥 6,000원, 잡채밥 6,000원, 해물덮밥 7,000원, 삼선국밥 7,000원, 삼선볶음밥 7,000원, 차돌짬뽕 8,000원"
8947341,동흥루,35.1783603924862,126.903989095728,062-521-2754,전남광주통합특별시 북구 반룡로 56,음식점 > 중식 > 중국요리,False,"세트（탕수육＋짬짜2＋군만두＋펩시500ml） 27,000원, 세트（탕수육＋짬짜1＋군만두＋펩시500ml） 22,000원, 세트（탕수육＋짜장1＋군만두＋펩시500ml） 20,000원, 세트（탕수육＋짜장2＋군만두＋펩시500ml） 25,000원, 세트（탕수육＋짜장1＋짬뽕1＋군만두＋펩시500ml） 26,000원, 세트（탕수육＋짬뽕2＋군만두＋펩시500ml） 27,000원, 세트（탕수육＋볶음밥2＋군만두＋펩시500ml） 27,000원, 세트（탕수육＋쟁반짜장＋군만두＋펩시500ml） 29,000원, 세트（탕수육＋짬뽕1＋군만두＋펩시500ml） 21,000원, 세트（탕수육＋국밥2＋군만두＋펩시500ml） 27,000원, 세트 （사천 탕수육＋짜장1＋군만두＋펩시500ml） 21,000원, 세트 （사천 탕수육＋짬뽕1＋군만두＋펩시500ml） 22,000원, 세트（사천 탕수육＋짜장2＋군만두＋펩시500ml） 26,000원, 세트（사천 탕수육＋짜장1＋짬뽕1＋군만두＋펩시500ml） 27,000원, 세트（사천 탕수육＋짬뽕2＋군만두＋펩시500ml） 28,000원, 세트（사천 탕수육＋볶음밥2＋군만두＋펩시500ml） 28,000원, 세트（사천 탕수육＋삼선쟁반짜장＋군만두＋펩시500ml） 30,000원, 세트（사천 탕수육＋짬짜면2＋군만두＋펩시500ml） 28,000원, 세트（사천 탕수육＋짬짜면1＋군만두＋펩시500ml） 23,000원, 세트（사천 탕수육＋국밥2＋군만두＋펩시500ml） 28,000원, 짜장 7,000원, 연태 大19세 이상 40,000원, 연태 中19세 이상 20,000원, 연태 小19세 이상 10,000원, 공부가주19세 이상 40,000원, 고량주19세 이상 7,000원, 이과주19세 이상 5,000원, 참이슬19세 이상 4,000원, 테라19세 이상 4,000원, 카스19세 이상 4,000원"
