id,name,lat,lng,phone,address,category_name,delivery_suspect,zone,distance_m,margin_m,needs_review,category_final,채택여부,대표메뉴_가격
11159904,장가네생태탕,35.17898581079658,126.8972476991886,062-523-5556,전남광주통합특별시 북구 설죽로217번길 3,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",False,상대,575.1,83.4,True,한식,O,"탕탕이(한우육회+산낙지) (특대) 100,000원, 탕탕이 한접시(한우육회+산낙지) (2인기준) 45,000원, 1인 탕탕이(한우육회+산낙지) 60,000원, 탕비/탕익비(한우육회+산낙지) 10,000원, 생비/생익비(한우육회) 10,000원"
1241915637,어우러기,35.178026715887,126.901525991943,062-527-3828,전남광주통합특별시 북구 설죽로214번길 69,음식점 > 한식,False,상대,177.5,204.6,False,한식,O,"생선구이백반 5,000원, 참치돌솥비빔밥 5,000원, 된장찌개 5,000원, 참치김치찌개 5,000원, 라면 3,000원"
8460928,옴팡골콩나물국밥,35.1750322955955,126.913161621183,062-262-9885,전남광주통합특별시 북구 호동로 9-7,음식점 > 한식 > 국밥,False,후문,100.0,334.9,False,한식,O,"콩나물국밥 5,000원, 순두부찌개 6,000원, 김치찌개 6,000원, 파전 8,000원, 김치전 8,000원"
27503877,뼈대있는집,35.17488701595143,126.915482466916,062-251-6789,전남광주통합특별시 북구 호동로 28,음식점 > 한식 > 감자탕,False,후문,311.5,231.1,False,한식,O,"뼈해장국(공기밥0, 반찬x) 12,000원, 감자탕 小(공기밥x, 반찬x) 36,000원, 감자탕 中(공기밥x, 반찬x) 46,000원, 공기밥추가 1,000원, 배추김치100g 2,000원"
925624779,고향보쌈칼국수 용봉점,35.172371453646,126.897011225836,0503-7152-5067,전남광주통합특별시 북구 설죽로 136,"음식점 > 한식 > 육류,고기 > 족발,보쌈",False,정문,729.7,43.0,True,한식,O,"고향생배추보쌈 31,900원, 한우사골칼국수 9,900원, 낙지비빔칼국수 14,900원"
16198175,한국식당,35.17779904866008,126.9008818510985,062-527-5595,전남광주통합특별시 북구 용봉동 1251-20,음식점 > 한식,False,상대,219.6,220.2,False,한식,O,"돼지갈비(250g) 13,000원, 삼겹살(200g) 13,000원"
1808492143,민속촌 용봉점,35.1746616805115,126.894772181473,0507-1382-9286,전남광주통합특별시 북구 저불로 1,음식점 > 한식,False,상대,812.3,130.5,True,한식,O,"양념돼지갈비 16,000원, 양념소갈비 33,000원, 마늘갈비 17,000원, 생갈비 17,000원, 제육볶음(2인) 24,000원"
8453791,예송추어탕,35.1702548189685,126.907897691447,062-523-8884,전남광주통합특별시 북구 신흥로 26-1,"음식점 > 한식 > 해물,생선 > 추어",False,정문,418.1,237.0,False,한식,O,"추어탕 8,000원, 오리탕 9,000원, 추어튀김 20,000원, 오리탕(반마리) 40,000원, 메기탕(중) 35,000원"
21999861,김동현의용곱창,35.1775495303076,126.91406792959,062-268-9266,전남광주통합특별시 북구 우치로110번길 31,"음식점 > 한식 > 육류,고기 > 곱창,막창",False,공대쪽문,239.3,91.9,True,한식,O,"곱창전골 (중) 32,000원, 모둠(중)+곱창전골 68,000원, 용모듬 (중) 38,000원, 용곱창(200g) (2인이상) 18,000원, 대창(200g) (2인이상) 18,000원"
21022108,담양숯불갈비,35.1746938091093,126.913754776907,062-266-1799,전남광주통합특별시 북구 호동로 10,"음식점 > 한식 > 육류,고기 > 갈비",False,후문,159.2,327.7,False,한식,O,"김치양념전골 8,000원, 비빔밥(돌비) 8,000원, 냉면 8,000원"
1883905944,돼지촌,35.1745930662999,126.914049085294,062-266-0890,전남광주통합특별시 북구 호동로 12-6,"음식점 > 한식 > 육류,고기",False,후문,188.0,319.0,False,한식,O,"숯불구이 10,000원, 삼겹살(1인분) 13,000원, 오돌뼈(1인분) 13,000원, 갈매기살(1인분) 13,000원, 돼지갈비(1인분) 13,000원"
1869248209,대풍수,35.177370339532,126.901294048677,,전남광주통합특별시 북구 설죽로202번길 71-1,음식점 > 중식 > 중국요리,False,상대,172.0,281.1,False,중식,O,"볶음면 10,000원, 볶음밥 9,000원, 마파두부 15,000원, 마라샹궈 22,000원, 우육면 10,000원"
295407511,소중대,35.17163922153804,126.9054503904118,062-522-3368,전남광주통합특별시 북구 자미로66번길 15,음식점 > 중식,False,정문,174.6,473.7,False,중식,O,"탕수육＋짬뽕1＋짜장1＋군만두＋콜라 27,000원, 차돌짬뽕 11,500원, 고급탕수육 25,000원, 맛있는 술국 25,000원, 탕수육＋짜장1＋군만두＋콜라 18,000원"
8616265,평화반점,35.1646237552557,126.904053538256,062-527-1518,전남광주통합특별시 북구 중흥로83번길 18-9,음식점 > 중식 > 중국요리,False,정문,953.1,417.0,False,중식,O,"매운짬뽕 10,000원, 탕수육(소) 23,000원, 짜장면 7,000원, 짬뽕 9,000원, 볶음밥 9,500원"
9213899,스피드반점,35.17871999912593,126.9122618749548,062-268-4260,전남광주통합특별시 북구 우치로 126,음식점 > 중식 > 중국요리,False,공대쪽문,31.3,375.8,False,중식,O,"짜장 4,000원, 짬뽕 5,000원, 탕수육(소) 14,000원, 우동 5,000원, 간짜장 5,000원"
8947341,동흥루,35.1783603924862,126.903989095728,062-521-2754,전남광주통합특별시 북구 반룡로 56,음식점 > 중식 > 중국요리,False,상대,152.6,106.9,True,중식,O,"세트（탕수육＋짬짜2＋군만두＋펩시500ml） 27,000원, 세트（탕수육＋짬짜1＋군만두＋펩시500ml） 22,000원, 세트（탕수육＋짜장1＋군만두＋펩시500ml） 20,000원, 세트（탕수육＋짜장2＋군만두＋펩시500ml） 25,000원, 세트（탕수육＋짜장1＋짬뽕1＋군만두＋펩시500ml） 26,000원"
27210013,이비가짬뽕 광주전남대점,35.17182591591594,126.8978198439656,062-511-5576,전남광주통합특별시 북구 용봉로 10,음식점 > 중식 > 중국요리 > 이비가짬뽕,False,정문,667.6,99.5,True,중식,O,"백짬뽕 12,000원, 이비가 탕수육 17,000원, 이비가 볶음짬뽕 13,000원, 이비가짬뽕 12,000원, 이비가 한우짜장 10,000원"
1780481632,도향,35.17121625929489,126.9063202767941,062-523-0467,전남광주통합특별시 북구 서양로41번길 20,음식점 > 중식,False,정문,248.3,426.5,False,중식,O,"찹쌀탕수육(소) 20,000원, 도향짜장 7,000원, 도향짬뽕 9,000원, 유산슬밥 13,000원, 찹쌀탕수육(중) 28,000원"
792701540,신사천마라탕,35.1755091148579,126.9144301489112,062-262-5656,전남광주통합특별시 북구 호동로15번길 8,음식점 > 중식 > 중국요리,False,후문,220.9,210.8,False,중식,O,"마라탕(100g) 2,200원, 꿔바로우(소) 9,000원, 원앙훠궈 24,800원, 마라샹궈(100g) 3,000원, 마라반(100g) 2,200원"
26071022,청미반점,35.1692305526965,126.902867005805,062-528-0233,전남광주통합특별시 북구 서암대로 169,음식점 > 중식 > 중국요리,False,정문,477.5,405.0,False,중식,O,"짜장 6,000원, 세트 0（탕수육＋짜장1＋음료 500mL） 19,000원, 세트 1（탕수육＋짜장2＋음료 500mL＋만두 23,000원, 세트 1.5（탕수육＋짜장1＋짬뽕1＋음료 500mL＋만두） 24,000원, 세트 2（탕수육＋짬뽕2＋음료 500mL＋만두） 25,000원"
1925236191,일미양꼬치,35.1754148848276,126.913740842012,062-267-0333,전남광주통합특별시 북구 호동로 13-6,음식점 > 중식 > 양꼬치,False,후문,157.5,254.4,False,중식,O,"볶음밥 5,000원, 고급양갈비(250g) 20,000원, 향라대하 20,000원, 어향육슬 18,000원, 꿔보러우 16,000원"
470335320,탕화쿵푸마라탕 전대점,35.1726378567307,126.9125582134424,010-2030-6166,전남광주통합특별시 북구 우치로 60,음식점 > 중식 > 중국요리 > 탕화쿵푸마라탕,False,후문,273.4,415.6,False,중식,O,"[따라올수없는명품.프리미엄]취향저격마라탕 13,000원, [따라올수없는명품.프리미엄]마라샹궈 (소=1~2인) 25,000원, [따라올수없는명품.프리미엄]마라샹궈 (대=3~4인) 40,000원, [따라올수없는명품.프리미엄]꿔바로우 13,000원, 공기밥 1,000원"
953930264,하늘성,35.1792768519525,126.900368467713,,전남광주통합특별시 북구 반룡로 21,음식점 > 중식 > 중국요리,False,상대,346.5,34.4,True,중식,O,"세트1,탕수육+짜장2개+만두+캔콜라 25,000원, 세트2,탕수육+짬뽕2개+만두+캔콜라 27,000원, 세트3,탕수육+짜장1개+짬뽕1개+만두+캔콜라 26,000원, 세트4,탕수육+짜장1개+만두 17,000원, 세트5,탕수육+짬뽕1개+만두 19,000원"
112736157,마라미녀 전대점,35.17771190798019,126.902349729421,010-2143-6662,전남광주통합특별시 북구 설죽로214번길 86,음식점 > 중식 > 중국요리,False,상대,96.3,274.4,False,중식,O,"마라탕 1,800원, 궈바로우(소) 9,800원, 마라샹궈 3,000원, 궈바로우(대) 16,800원, 메보샤 8,000원"
1859068427,이런이궈마라탕 전남대점,35.1741723574794,126.913101060872,062-268-5158,전남광주통합특별시 북구 호동로 4-6,음식점 > 중식 > 중국요리,False,후문,136.8,389.9,False,중식,O,"마라탕（8000원）＋꿔바로우 17,800원, [ 중독적인 ] 마라샹궈(볶음요리) 20,000원, 꿔바로우 소 10,000원, [ 단골's pick ] 마라탕(국물요리) 14,000원, 꿔바로우 대 16,000원"
8711642,금룡,35.17811563827888,126.9022537366194,062-524-2282,전남광주통합특별시 북구 반룡로42번길 12,음식점 > 중식 > 중국요리,False,상대,134.7,201.0,False,중식,O,"세트1（탕수육＋짜장2＋군만두＋콜라 500mL） 23,000원, 세트2（탕수육＋짬뽕2＋군만두＋콜라 500mL） 25,000원, 세트3（탕수육＋간짜장2＋군만두＋콜라 500mL） 28,000원, 세트4（탕수육＋볶음밥2＋군만두＋콜라 500mL） 26,000원, 세트5（탕수육＋쟁반짜장＋군만두＋콜라 500mL） 27,000원"
669222344,대주당가,35.1778746451469,126.89964452453,062-463-4577,전남광주통합특별시 북구 반룡로18번길 29,음식점 > 중식 > 중국요리,False,상대,330.0,188.0,False,중식,O,"마라샤브한판 27,000원, 크림새우 16,000원"
1531841123,황후쟁반짜장,35.16988752039389,126.9073130286851,,전남광주통합특별시 북구 서양로 56,음식점 > 중식 > 중국요리,False,정문,421.3,298.1,False,중식,O,
696355561,효자반점 전대직영점,35.1756390403105,126.914614440261,062-267-8808,전남광주통합특별시 북구 호동로 19-14,음식점 > 중식 > 중국요리,False,후문,240.7,188.0,False,중식,O,"육미짜장면 6,500원, 생 바지락 고추짬뽕 9,500원, 고추육미짜장면 8,000원, 마늘차돌짬뽕 11,000원, 불효자짬뽕 10,500원"
12559151,차이나궁,35.1759704601955,126.914218890348,062-251-0153,전남광주통합특별시 북구 호동로43번길 45,음식점 > 중식 > 중국요리,False,후문,220.5,157.6,False,중식,O,"불타는 쟁반자장(1인) 6,000원, 자장면 4,000원, 짬뽕 5,000원, 볶음밥 5,500원, 찹쌀탕수육(소) 11,000원"
2104380651,화궁방마라탕,35.17457492690147,126.9138910257372,,전남광주통합특별시 북구 호동로 10-5,음식점 > 중식 > 중국요리,False,후문,174.9,328.7,False,중식,O,"마라탕 12,000원, 마라샹궈 20,000원, 꿔바로우 (소스따로 안됩니다) 10,000원, 새우볶음밥 7,000원, 코카콜라 350mL 2,000원"
1909694463,푸다회전훠궈,35.1758785272947,126.912963119842,010-8465-3889,전남광주통합특별시 북구 우치로90번길 7-7,음식점 > 중식,False,후문,122.2,217.2,False,중식,O,"회전훠궈-점심 19,900원, 회전훠궈-저녁 22,900원, 회전훠궈-어린이 12,900원"
1449779133,라쿵푸마라탕 광주전남대점,35.1752917570219,126.912981309682,,전남광주통합특별시 북구 우치로90번길 8-4,음식점 > 중식,False,후문,87.3,315.5,False,중식,O,"JMT마라탕 14,000원, 마약마라샹궈 1~2인 20,000원, 꿔바로우 12,000원, 쇼룽보우 8P 10,000원, 꿔바로우 주는 마라탕 19,000원"
449293113,엄마손중국식분식,35.1779176456429,126.903761271172,,전남광주통합특별시 북구 설죽로214번길 111,음식점 > 중식,False,상대,99.7,210.8,False,중식,O,"꿔바로우 锅包肉 2인분 20,000원, 류육단고기요리 溜肉段 2인분 21,000원, 오징어쯔란볶음 孜然鱿鱼 2인분 18,000원, 고추잡채 青椒肉丝配花卷 2인분 17,000원, 피망고기채볶음 青椒肉丝 2인분 16,000원"
222777500,태극반점,35.1771464797591,126.897646320559,062-511-5110,전남광주통합특별시 북구 설죽로196번길 3,음식점 > 중식 > 중국요리,False,상대,501.9,211.1,False,중식,O,"짜장 7,000원, 짬뽕 9,000원, 쟁반짜장2人 18,000원, 볶음밥 9,000원, 우동 9,000원"
1181525217,도야짬뽕 용봉점,35.180639440312,126.903382598383,062-515-0969,전남광주통합특별시 북구 용주로30번길 50,음식점 > 중식 > 중국요리 > 도야짬뽕,False,예대,73.3,313.7,False,중식,O,"도야짬뽕 11,000원, 소고기짬뽕 13,000원, 해물짬뽕 13,000원, 해물쟁반짜장 25,000원, 해물쟁반짬뽕!! 27,000원"
10427755,삼호반점,35.1813077386602,126.901631820617,062-522-3180,전남광주통합특별시 북구 용주로30번길 9,음식점 > 중식 > 중국요리,False,예대,242.2,239.4,False,중식,O,"볶음밥 6,500원, 탕수육(소) 18,000원, 짜장 5,500원, 우동 6,000원, 짬뽕 6,000원"
604660663,보배반점 중흥점,35.17233366759608,126.9157650325918,062-522-7903,전남광주통합특별시 북구 당뫼로 70-2,음식점 > 중식 > 중국요리 > 보배반점,False,후문,453.2,346.9,False,중식,O,"통오징어짬뽕 16,000원, 해물쟁반짜장 23,000원, 보배간짜장 12,000원, 불고기볶음밥 11,000원, 중화비빔밥 13,000원"
1453657934,애상마라탕우육면,35.177266898327,126.913355751853,,전남광주통합특별시 북구 면앙로6번길 68,음식점 > 중식 > 중국요리,False,공대쪽문,214.9,56.9,True,중식,O,"애상마라탕 13,000원, 애상마라샹궈 19,000원, 꿔바로우(중) 12,000원, 크림새우(대12마리) 20,000원, 즈란양고기 22,000원"
191101836,김정호깐풍기,35.1817993056803,126.904291356223,062-511-7184,전남광주통합특별시 북구 용주로30번길 87,음식점 > 중식 > 중국요리,False,예대,123.9,401.6,False,중식,O,"[감스트도먹고반한]깐풍기 21,900원, [새우와사랑에빠진]깐풍기 24,900원, 치즈볼（3） 3,000원, 갈비만두튀김（4） 3,000원, 김말이 볶아드림（5） 3,000원"
1597621790,중화반점 칭칭,35.1773156470165,126.896248602685,062-512-8288,전남광주통합특별시 북구 운용로95번길 5-6,음식점 > 중식 > 중국요리,False,상대,629.2,183.9,False,중식,O,"짜장면 6,500원, 짬뽕 8,500원, 볶음밥 8,500원, 탕수육 20,000원, 양장피 30,000원"
397020354,백두산,35.164656674015,126.90238509442,062-522-2777,전남광주통합특별시 북구 중흥로73번길 9,음식점 > 중식 > 중국요리,False,정문,974.7,417.7,False,중식,O,"짜장 6,500원, 짬뽕 9,000원, 우동 9,000원, 간짜장 9,000원, 울면 9,000원"
596883620,마라푸우 상대점,35.1773063686761,126.902438038795,,전남광주통합특별시 북구 설죽로202번길 90,음식점 > 중식 > 중국요리,False,상대,68.3,339.9,False,중식,O,"중국식 셀프 마라탕 6,000원, 마라푸우 마라탕 1人 14,900원, 마라푸우 마라탕 1~2人 18,900원, 마라푸우 마라탕 2~3人 28,900원, 마라푸우 마라샹궈 1~2人 19,900원"
559190141,북경깐풍기,35.17725480122827,126.9010921923518,062-524-8592,전남광주통합특별시 북구 용봉동 1251-8,음식점 > 중식 > 중국요리,False,상대,189.0,285.2,False,중식,O,
1024491681,넘버원마라탕,35.1756244860964,126.914426734671,,전남광주통합특별시 북구 호동로15번길 10,음식점 > 중식 > 중국요리,False,후문,223.8,196.8,False,중식,O,
194154829,상무초밥 용봉점,35.17851079929838,126.8972515904142,062-514-2535,전남광주통합특별시 북구 설죽로 211,"음식점 > 일식 > 초밥,롤",False,상대,558.3,116.9,True,일식,O,"진심 모둠 초밥 (10p) 16,900원, 상무 모둠 초밥 (12p) 24,900원, 대광어, 도미회 (8p) 25,000원, 연어회 (8p) 18,000원, 자부심 모둠 초밥 (10p) 18,900원"
8102203,K2,35.17229065090503,126.9051279991545,062-529-5700,전남광주통합특별시 북구 신안동 226-7,"음식점 > 일식 > 돈까스,우동",False,정문,97.8,472.5,False,일식,O,"돈까스 10,000원"
26880620,카츠앤맘,35.17782933424063,126.9026602697938,062-514-7577,전남광주통합특별시 북구 설죽로214번길 93,"음식점 > 일식 > 돈까스,우동",False,상대,87.3,259.5,False,일식,O,"치즈돈가스도시락 9,500원, 옛날돈가스 9,500원, 카레돈가스 9,000원, 냉메밀 6,900원, 돈가스도시락 9,000원"
